,MB_CODE_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
4999,10130040000,12751,Mount Collins,1,New South Wales,78.6893
5003,10338980000,13030,Nubba,1,New South Wales,20.6969
5004,10338972000,14364,Wombat,1,New South Wales,13.3841
5008,10339100000,12548,McMahons Reef,1,New South Wales,109.1798
5018,10338460000,11164,Cunningar,1,New South Wales,0.8508
5022,10339090000,10254,Beggan Beggan,1,New South Wales,40.2384
5023,10339251000,11851,Harden,1,New South Wales,7.8319
5032,11205728600,10503,Boorowa,1,New South Wales,0.3863
5041,10339050000,12863,Murrumburrah,1,New South Wales,22.7919
5064,10130550000,13778,Taylors Flat,1,New South Wales,39.7662
5065,11205180900,13438,Rugby,1,New South Wales,0.0095
5066,10130490000,11571,Frogmore,1,New South Wales,119.5613
5072,10130430000,13347,Reids Flat,1,New South Wales,0.3519
5093,10914840000,12444,Maimuru,1,New South Wales,7.0775
5095,10914960000,10326,Berthong,1,New South Wales,103.1698
5097,10914940000,12565,Memagong,1,New South Wales,80.6349
5100,10914910000,12631,Milvale,1,New South Wales,53.4274
5103,10914891000,12720,Morangarell,1,New South Wales,61.876999999999995
5104,10914893000,14212,Weedallion,1,New South Wales,62.2956
5106,10914892000,13944,Tubbul,1,New South Wales,134.3738
5107,10913780000,11132,Crowther,1,New South Wales,18.3233
5108,10914290000,10290,Bendick Murrell,1,New South Wales,15.8315
5111,10926860000,12192,Koorawatha,1,New South Wales,5.9083
5114,10913770000,14340,Wirrimah,1,New South Wales,33.9942
5130,10913760000,10655,Bulla Creek,1,New South Wales,62.8089
5131,10914730000,12683,Monteagle,1,New South Wales,67.5312
5134,10914771000,12123,Kikiamah,1,New South Wales,42.2509
5173,10914270000,12858,Murringo,1,New South Wales,1.295
5183,10914790000,13853,Thuddungra,1,New South Wales,64.1861
5184,10913750000,10566,Bribbaree,1,New South Wales,148.9153
5196,10951980000,10114,Avoca Beach,1,New South Wales,0.6349
5279,10290150000,11056,Copacabana,1,New South Wales,0.0272
5341,10290910000,12134,Killcare Heights,1,New South Wales,0.21899999999999997
5347,10290370000,12432,Macmasters Beach,1,New South Wales,0.1409
5353,10950520000,11415,Empire Bay,1,New South Wales,0.0101
5368,10291200000,14084,Wagstaffe,1,New South Wales,0.044000000000000004
5370,10951680000,10538,Box Head,1,New South Wales,0.0066
5375,10291260000,13638,St Huberts Island,1,New South Wales,0.0311
5406,10283350000,12133,Killcare,1,New South Wales,0.0512
5441,10290490000,10297,Bensville,1,New South Wales,0.6562
5477,10285170000,11189,Daleys Point,1,New South Wales,0.0301
5483,10950920000,10520,Bouddi,1,New South Wales,0.3947
5526,10284430000,13261,Pretty Beach (Central Coast - NSW),1,New South Wales,0.0098
5527,10283810000,11852,Hardys Bay,1,New South Wales,0.0448
5550,10291400000,12142,Kincumber South,1,New South Wales,0.2252
5553,10961480000,13571,Somersby,1,New South Wales,6.1993
5568,11205396300,12359,Little Wobby,1,New South Wales,0.5336
5569,11205441900,10961,Cogra Bay,1,New South Wales,0.0679
5571,10296960000,10752,Calga,1,New South Wales,1.8106
5574,10293890000,14425,Woy Woy,1,New South Wales,8.4227
5575,10293880000,13160,Patonga,1,New South Wales,2.9452
5578,10293820000,12705,Mooney Mooney Creek,1,New South Wales,2.9867
5582,10293120000,14371,Wondabyne,1,New South Wales,16.5452
5583,10306740000,12704,Mooney Mooney,1,New South Wales,0.4231
5589,10964030000,12074,Kariong,1,New South Wales,16.0218
5597,10961380000,13172,Peats Ridge,1,New South Wales,2.0894
5608,10293320000,10876,Central Mangrove,1,New South Wales,0.3911
5615,11205727700,12472,Mangrove Mountain,1,New South Wales,9.0245
5623,10911720000,12206,Kulnura,1,New South Wales,12.6304
5633,10293200000,14036,Upper Mangrove,1,New South Wales,7.3018
5636,10293230000,12471,Mangrove Creek,1,New South Wales,2.2902
5640,10964100000,13786,Ten Mile Hollow,1,New South Wales,1.0532
5646,10294000000,12803,Mount White,1,New South Wales,0.3759
5648,11205656200,14224,Wendoree Park,1,New South Wales,0.0513
5649,11205827300,10188,Bar Point,1,New South Wales,0.8629
5650,10293590000,11683,Glenworth Valley,1,New South Wales,11.2758
5653,10293630000,12496,Marlow,1,New South Wales,0.6735
5668,10293440000,14344,Wisemans Ferry,1,New South Wales,1.1756
5669,10293490000,11808,Gunderman,1,New South Wales,0.2761
5671,10302340000,13607,Spencer,1,New South Wales,0.1331
5672,10293510000,12409,Lower Mangrove,1,New South Wales,6.2899
5681,10962350000,11762,Greengrove,1,New South Wales,2.2342
5689,10293770000,10895,Cheero Point,1,New South Wales,0.0296
5717,10288470000,11433,Erina,1,New South Wales,0.0259
5734,11205000500,11753,Green Point (Central Coast - NSW),1,New South Wales,0.0169
5770,10951810000,12520,Matcham,1,New South Wales,0.0294
5780,11204480000,11921,Holgate,1,New South Wales,0.3745
5784,10285291000,12343,Lisarow,1,New South Wales,0.6284
5820,10285490000,11434,Erina Heights,1,New South Wales,0.3628
5871,10287630000,13805,Terrigal,1,New South Wales,0.0408
5915,10285080000,11754,Green Point (Gosford - NSW),1,New South Wales,0.08900000000000001
5927,10295540000,13623,Springfield (Central Coast - NSW),1,New South Wales,0.0412
5956,10298510000,12991,North Gosford,1,New South Wales,0.0091
5973,10306662000,14244,West Gosford,1,New South Wales,0.0439
6003,10300870000,11722,Gosford,1,New South Wales,0.0086
6044,10961750000,11349,East Gosford,1,New South Wales,0.0676
6240,10295260000,13232,Point Frederick,1,New South Wales,0.0421
6403,10291630000,12141,Kincumber,1,New South Wales,0.067
6430,10284550000,13198,Picketts Valley,1,New South Wales,0.4691
6503,11205382600,12895,Narara,1,New South Wales,0.2093
6595,10300050000,12961,Niagara Park,1,New South Wales,0.0491
6622,10298140000,12757,Mount Elliot (NSW),1,New South Wales,1.5909
6697,10292350000,13231,Point Clare,1,New South Wales,0.0562
6705,10295830000,13772,Tascott,1,New South Wales,0.0387
6753,10301580000,12185,Koolewong,1,New South Wales,0.1357
6805,10288882000,13492,Saratoga,1,New South Wales,0.0094
6822,10289170000,11221,Davistown,1,New South Wales,0.0413
6868,10284170000,14496,Yattalunga (NSW),1,New South Wales,0.0637
6926,10287330000,12980,North Avoca,1,New South Wales,0.0422
7152,10304680000,14007,Umina Beach,1,New South Wales,0.0221
7156,10305710000,10477,Booker Bay,1,New South Wales,0.0097
7159,10305680000,11445,Ettalong Beach,1,New South Wales,0.0155
7253,10963650000,13171,Pearl Beach,1,New South Wales,0.0125
7576,10286021000,14122,Wamberal,1,New South Wales,0.0263
7675,10285690000,11549,Forresters Beach,1,New South Wales,0.1397
7694,10910450000,13962,Tumbi Umbi,1,New South Wales,0.0746
7760,10301760000,11941,Horsfield Bay,1,New South Wales,0.0581
7789,10963050000,13192,Phegans Bay,1,New South Wales,0.0044
7806,10301660000,14426,Woy Woy Bay,1,New South Wales,0.0207
7839,10962980000,10399,Blackwall (NSW),1,New South Wales,0.005
7985,11205704600,14445,Wyoming,1,New South Wales,0.1377
8131,11205749900,10227,Bateau Bay,1,New South Wales,0.0862
8145,10906960000,12131,Killarney Vale,1,New South Wales,0.0319
8415,10898300000,10415,Blue Haven,1,New South Wales,0.0255
8433,10895760000,13470,San Remo (NSW),1,New South Wales,0.0256
8513,10895810000,11286,Doyalson,1,New South Wales,0.0507
8518,10893430000,10986,Colongra,1,New South Wales,0.5948
8543,10895270000,10645,Buff Point,1,New South Wales,0.0113
8567,10893590000,10642,Budgewoi,1,New South Wales,0.0248
8601,10898130000,11830,Halekulani,1,New South Wales,0.0272
8615,10955420000,10643,Budgewoi Peninsula,1,New South Wales,0.4496
8703,10908160000,11672,Glenning Valley,1,New South Wales,0.0271
8710,10908418000,10304,Berkeley Vale,1,New South Wales,0.0484
8775,10908450000,10912,Chittaway Point,1,New South Wales,0.0476
8869,10908210000,10911,Chittaway Bay,1,New South Wales,0.0478
8926,10892930000,12067,Kanwal,1,New South Wales,0.0364
8929,10892860000,14448,Wyongah,1,New South Wales,0.0398
8944,10952700000,13951,Tuggerawong,1,New South Wales,0.0062
8957,10910050000,13388,Rocky Point (NSW),1,New South Wales,0.0487
8986,10899760000,11721,Gorokan,1,New South Wales,0.0247
9004,10893090000,10889,Charmhaven,1,New South Wales,0.0412
9042,10900130000,12247,Lake Haven,1,New South Wales,0.0191
9240,10901890000,12027,Jilliby,1,New South Wales,1.4480000000000002
9249,10901870000,10034,Alison (Central Coast - NSW),1,New South Wales,1.3958
9250,10901863000,12120,Kiar,1,New South Wales,4.5642
9251,10901861000,10722,Bushells Ridge,1,New South Wales,6.8845
9256,10911340000,14475,Yarramalong,1,New South Wales,0.3541
9259,10954270000,10867,Cedar Brush Creek,1,New South Wales,7.9053
9263,10911400000,13320,Ravensdale,1,New South Wales,4.0079
9270,10911222000,12354,Little Jilliby,1,New South Wales,3.6766
9272,10911310000,14447,Wyong Creek,1,New South Wales,10.0833
9280,10911471000,11276,Dooralong,1,New South Wales,5.3573
9281,10893990000,11336,Durren Durren,1,New South Wales,4.3675
9282,10911472000,12299,Lemon Tree,1,New South Wales,3.0218
9288,10896390000,12253,Lake Munmorah,1,New South Wales,0.0461
9340,10894940000,10880,Chain Valley Bay,1,New South Wales,0.0329
9341,10895900000,12146,Kingfisher Shores,1,New South Wales,0.1012
9357,10894710000,12477,Mannering Park,1,New South Wales,0.0235
9376,10894870000,11287,Doyalson North,1,New South Wales,0.0822
9390,10954980000,11106,Crangan Bay,1,New South Wales,2.6184
9392,10902102000,11559,Frazer Park,1,New South Wales,2.9774
9393,10902101000,11563,Freemans,1,New South Wales,2.2434
9394,10954952000,12702,Moonee,1,New South Wales,0.349
9396,10902103000,14437,Wybung,1,New South Wales,4.9772
9468,10910800000,13103,Ourimbah,1,New South Wales,0.0709
9481,10910990000,11554,Fountaindale,1,New South Wales,0.6469
9491,10911510000,13134,Palmdale (NSW),1,New South Wales,3.0767
9492,10911260000,13133,Palm Grove (NSW),1,New South Wales,8.1673
9543,10894380000,11824,Gwandalan,1,New South Wales,0.0329
9568,10896020000,13234,Point Wolstoncroft,1,New South Wales,1.133
9573,10896010000,13690,Summerland Point,1,New South Wales,0.0279
9643,10904670000,12378,Long Jetty,1,New South Wales,0.0158
9685,10905430000,13535,Shelly Beach (NSW),1,New South Wales,0.0963
9751,10903070000,10414,Blue Bay,1,New South Wales,0.0256
9776,10905070000,13916,Toowoon Bay,1,New South Wales,0.0237
9803,10903490000,13819,The Entrance North,1,New South Wales,0.0173
9845,11205765000,12441,Magenta (NSW),1,New South Wales,1.2093
9872,10952300000,13818,The Entrance,1,New South Wales,0.0049
9998,10893540000,13925,Toukley,1,New South Wales,0.0437
10011,10897100000,10798,Canton Beach,1,New South Wales,0.0124
10043,10897430000,12974,Noraville,1,New South Wales,0.41200000000000003
10076,10897680000,12973,Norah Head,1,New South Wales,0.0282
10157,11204742800,12064,Kangy Angy,1,New South Wales,1.5171
10159,10908850000,13950,Tuggerah,1,New South Wales,0.4873
10197,10953830000,14446,Wyong,1,New South Wales,0.0071
10221,10909080000,12488,Mardi,1,New South Wales,0.0165
10259,10909980000,13725,Tacoma South,1,New South Wales,0.062
10285,10901270000,11843,Hamlyn Terrace,1,New South Wales,0.0423
10291,10901170000,14415,Woongarrah,1,New South Wales,0.0679
10346,10901640000,14154,Warnervale,1,New South Wales,0.0888
10376,10901700000,14109,Wallarah,1,New South Wales,0.6918
10378,10901850000,11833,Halloran,1,New South Wales,3.4707
10389,11205323500,14080,Wadalba,1,New South Wales,0.021
10434,10909540000,14181,Watanobbi,1,New South Wales,0.0216
10498,10910205000,13724,Tacoma,1,New South Wales,0.7315
10583,11205274700,12362,Llanarth (NSW),1,New South Wales,0.1809
10592,10053300000,13577,South Bathurst,1,New South Wales,0.0532
10597,10052030000,10231,Bathurst,1,New South Wales,0.0214
10601,11205219200,13375,Robin Hill,1,New South Wales,0.4161
10605,10051850000,14241,West Bathurst,1,New South Wales,0.0389
10608,10052870000,12650,Mitchell (NSW),1,New South Wales,0.048
10612,10051460000,12783,Mount Panorama,1,New South Wales,0.3882
10618,10052121000,11720,Gormans Hill,1,New South Wales,15.043
10620,11204714100,10004,Abercrombie,1,New South Wales,0.0661
10624,11205239600,11386,Eglinton (NSW),1,New South Wales,0.0457
10751,10052770000,14324,Windradyne,1,New South Wales,0.0367
10922,10052700000,13304,Raglan (NSW),1,New South Wales,0.1095
10931,10054851000,14275,White Rock (NSW),1,New South Wales,7.5703
10934,10052453000,12090,Kelso (NSW),1,New South Wales,7.0225
11007,10052220000,11543,Forest Grove (NSW),1,New South Wales,8.4284
11008,10054790000,12234,Laffing Waters,1,New South Wales,21.375999999999998
11050,10055930000,11095,Cow Flat,1,New South Wales,7.4566
11052,11205693100,13381,Rockley Mount,1,New South Wales,8.1614
11054,10055070000,11552,Fosters Valley,1,New South Wales,55.8304
11055,10055990000,13052,O'Connell (NSW),1,New South Wales,6.8806
11056,11204467900,14124,Wambool,1,New South Wales,16.6588
11059,10056040000,10564,Brewongle,1,New South Wales,43.7923
11060,10055110000,13939,Triangle Flat,1,New South Wales,92.6715
11062,10055010000,10082,Arkell,1,New South Wales,66.8602
11063,10055000000,10982,Colo (Bathurst Regional - NSW),1,New South Wales,53.0895
11064,10056100000,10149,Bald Ridge,1,New South Wales,18.4422
11065,10054990000,11062,Copperhannia,1,New South Wales,8.174
11066,10054950000,10005,Abercrombie River,1,New South Wales,127.1701
11067,10054940000,11173,Curragh,1,New South Wales,46.3008
11070,11205094300,13942,Trunkey Creek,1,New South Wales,0.0099
11073,11204705200,13189,Perthville,1,New South Wales,0.3893
11078,10055570000,13569,Sofala,1,New South Wales,1.6325
11080,10055420000,13128,Paling Yards (Bathurst Regional - NSW),1,New South Wales,25.7415
11083,10055210000,14047,Upper Turon,1,New South Wales,15.5935
11084,10055490000,14191,Wattle Flat (NSW),1,New South Wales,0.009000000000000001
11090,10055780000,13174,Peel,1,New South Wales,89.7438
11091,10055190000,14282,Wiagdon,1,New South Wales,64.3161
11093,11205234000,12330,Limekilns,1,New South Wales,67.8202
11094,10055200000,10925,Clear Creek,1,New South Wales,52.9662
11095,10055830000,14480,Yarras (Bathurst Regional - NSW),1,New South Wales,13.4096
11096,11205105600,13380,Rockley,1,New South Wales,84.7316
11101,10054890000,11602,Georges Plains,1,New South Wales,24.889
11102,10054960000,10760,Caloola,1,New South Wales,117.5974
11103,10054900000,14312,Wimbledon,1,New South Wales,10.4398
11106,10052181000,13097,Orton Park,1,New South Wales,5.4633
11109,10055280000,13466,Sallys Flat,1,New South Wales,54.1809
11110,11205234400,11903,Hill End (NSW),1,New South Wales,149.8596
11111,10055390000,11136,Crudine,1,New South Wales,37.0858
11113,10055360000,10615,Bruinbun,1,New South Wales,154.6818
11115,10055180000,12615,Millah Murrah,1,New South Wales,51.7469
11116,10055580000,11330,Duramana,1,New South Wales,101.2363
11117,10055680000,13977,Turondale,1,New South Wales,26.623
11120,10055340000,11566,Freemantle,1,New South Wales,59.8826
11121,11205096500,10357,Billywillinga,1,New South Wales,41.4861
11122,10055820000,14196,Watton,1,New South Wales,12.4663
11123,10055270000,12614,Milkers Flat,1,New South Wales,7.6067
11124,10055330000,11727,Gowan,1,New South Wales,87.3865
11125,10055350000,12138,Killongbutta,1,New South Wales,92.1924
11127,10055610000,12786,Mount Rankin,1,New South Wales,8.9795
11131,10925750000,14078,Vittoria (NSW),1,New South Wales,1.1279
11132,10055920000,11322,Dunkeld (NSW),1,New South Wales,9.4125
11133,10056080000,13377,Rock Forest,1,New South Wales,53.6354
11134,10055890000,13839,The Rocks (Bathurst Regional - NSW),1,New South Wales,40.4326
11139,10055980000,11527,Fitzgeralds Mount,1,New South Wales,1.6929
11140,11204705400,11470,Evans Plains,1,New South Wales,41.9095
11143,10055900000,10230,Bathampton,1,New South Wales,22.6942
11144,10055970000,11528,Fitzgeralds Valley,1,New South Wales,5.7376
11145,11204754600,13828,The Lagoon,1,New South Wales,39.5134
11147,10054930000,10888,Charlton (NSW),1,New South Wales,38.8025
11148,11204711600,13751,Tannas Mount,1,New South Wales,59.548
11151,10054920000,14343,Wisemans Creek,1,New South Wales,5.2486
11156,10055250000,12370,Locksley (NSW),1,New South Wales,0.8507
11157,10055300000,11598,Gemalla,1,New South Wales,6.5165
11161,10055240000,14513,Yetholme,1,New South Wales,0.4274
11162,10055220000,13692,Sunny Corner,1,New South Wales,0.11800000000000001
11163,10055170000,12549,Meadow Flat,1,New South Wales,24.4487
11164,10925630000,12170,Kirkconnell,1,New South Wales,1.2864
11165,11205234300,14314,Winburndale,1,New South Wales,46.9427
11179,10055471000,13760,Tarana,1,New South Wales,16.9782
11189,10055400000,11640,Glanmire (NSW),1,New South Wales,20.6126
11190,10055430000,12893,Napoleon Reef,1,New South Wales,34.9354
11192,10055870000,14091,Walang,1,New South Wales,11.1693
11200,10569052000,13068,Oberon,1,New South Wales,0.0098
11209,10568480000,12531,Mayfield (Oberon - NSW),1,New South Wales,15.9417
11224,10567980000,11630,Gingkin,1,New South Wales,21.3437
11225,10569210000,12009,Jenolan,1,New South Wales,39.2742
11226,10568190000,10890,Chatham Valley,1,New South Wales,0.8726
11227,10568040000,11382,Edith (NSW),1,New South Wales,17.9156
11240,10569220000,11583,Ganbenang,1,New South Wales,30.4079
11245,10567870000,11989,Isabella,1,New South Wales,2.1951
11247,10567820000,10702,Burraga,1,New South Wales,5.0762
11248,10567810000,12754,Mount David,1,New South Wales,3.4728
11249,10567800000,12043,Judds Creek,1,New South Wales,3.6387
11262,11021460000,10389,Black Springs (NSW),1,New South Wales,0.1131
11267,11210030000,11265,Dog Rocks,1,New South Wales,39.3899
11272,10569230000,10163,Ballyroe,1,New South Wales,82.9191
11277,11206790000,11625,Gilmandyke,1,New South Wales,54.948
11280,10567890000,12013,Jeremy,1,New South Wales,68.3349
11281,10568570000,11443,Essington,1,New South Wales,4.5586
11285,10567670000,12811,Mozart,1,New South Wales,0.3145
11287,10568500000,13025,Norway,1,New South Wales,2.1566
11313,10568440000,13990,Twenty Forests,1,New South Wales,8.8713
11314,10568120000,12003,Jaunter,1,New South Wales,42.1332
11315,10568080000,13541,Shooters Hill,1,New South Wales,17.9051
11320,10567680000,13249,Porters Retreat,1,New South Wales,0.4259
11321,10567720000,10083,Arkstone,1,New South Wales,0.2578
11332,11021520000,13129,Paling Yards (Oberon - NSW),1,New South Wales,80.1214
11334,10569160000,11818,Gurnang,1,New South Wales,14.6639
11342,10569290000,12020,Jerrong,1,New South Wales,64.7794
11382,10568700000,11882,Hazelgrove,1,New South Wales,1.6159999999999999
11384,10568990000,13830,The Meadows,1,New South Wales,9.8976
11386,10569010000,11299,Duckmaloi,1,New South Wales,31.691999999999997
11389,10569120000,12780,Mount Olive (Oberon - NSW),1,New South Wales,26.8894
11400,10430340000,11002,Condobolin,1,New South Wales,0.5668
11446,10577620000,13954,Tullamore,1,New South Wales,0.0449
11455,10430130000,12242,Lake Cargelligo,1,New South Wales,0.0605
11477,10430550000,13957,Tullibigeal,1,New South Wales,2.8631
